% site name: KAGA
% Time      North     err   East      err    Up       err
% year      mm        mm    mm        mm     mm       mm
2011.3450   -28.1     2.3    47.5     2.3   -60.9     3.7
2011.3480   -28.3     2.4    48.8     2.3   -62.9     3.8
2011.3504   -27.9     2.2    47.6     2.3   -63.7     4.1
2011.3531   -28.5     2.3    47.7     2.3   -63.1     3.7
2011.3560   -26.6     2.3    46.9     2.2   -64.8     3.7
2011.3590   -28.1     2.2    47.9     2.3   -63.4     3.8
2011.3614   -28.9     2.3    46.0     2.2   -60.8     3.9
2011.3641   -28.6     2.2    46.4     2.3   -61.1     3.7
2011.3670   -29.0     2.3    46.6     2.3   -61.0     3.7
2011.3700   -29.5     2.3    47.3     2.5   -59.7     4.0
2011.3723   -29.1     2.3    46.5     2.3   -57.4     3.9
2011.3751   -30.3     2.2    47.2     2.3   -59.8     4.3
2011.3780   -29.0     2.2    46.0     2.5   -56.2     3.9
2011.3810   -28.1     2.3    46.1     2.3   -58.9     3.7
2011.3833   -27.8     2.3    46.0     2.3   -60.3     3.8
2011.3860   -28.0     2.3    46.4     2.3   -58.1     3.7
2011.3890   -27.6     2.3    45.9     2.3   -60.1     3.7
2011.3914   -27.0     2.2    46.8     2.3   -59.2     3.7
2011.3942   -27.5     2.3    46.8     2.2   -61.3     3.7
2011.3970   -28.3     2.2    46.6     2.3   -60.1     3.7
2011.4000   -26.8     2.2    46.9     2.3   -59.7     4.0
2011.4024   -28.1     2.2    46.4     2.3   -55.7     4.0
2011.4051   -27.8     2.3    45.1     2.3   -54.2     4.1
2011.4080   -27.6     2.2    47.3     2.2   -55.3     4.1
2011.4110   -27.8     2.2    46.0     2.3   -55.7     3.8
2011.4134   -29.0     2.4    46.5     2.3   -60.5     3.7
2011.4161   -27.5     2.3    45.1     2.3   -55.4     4.0
2011.4190   -27.5     2.4    45.5     2.3   -58.1     4.0
2011.4220   -27.7     2.2    46.3     2.2   -59.7     4.1
2011.4243   -27.9     2.2    45.2     2.3   -63.2     4.2
2011.4271   -27.2     2.2    45.9     2.3   -66.5     4.1
2011.4300   -27.6     2.2    45.7     2.2   -62.8     3.9
2011.4330   -26.3     2.4    44.2     2.2   -62.9     3.7
2011.4353   -27.3     2.2    45.0     2.3   -60.8     3.6
2011.4381   -27.6     2.2    47.0     2.3   -63.4     3.6
2011.4410   -27.1     2.3    46.1     2.2   -64.9     3.7
2011.4434   -26.3     2.3    46.8     2.4   -61.0     3.8
2011.4462   -26.9     2.2    45.9     2.3   -58.8     3.7
2011.4490   -29.5     2.2    45.2     2.5   -62.6     3.8
2011.4520   -28.5     2.3    46.6     2.3   -61.7     3.8
2011.4544   -27.6     2.3    44.9     2.3   -61.6     4.0
2011.4572   -27.6     2.4    44.6     2.2   -60.9     3.8
2011.4600   -27.9     2.3    44.0     2.3   -63.9     4.0
2011.4630   -28.6     2.2    43.7     2.3   -61.2     3.6
2011.4654   -28.7     2.3    44.6     2.2   -60.5     3.6
2011.4681   -29.0     2.2    44.6     2.2   -64.3     3.7
2011.4710   -28.7     2.2    44.9     2.3   -61.6     3.7
2011.4740   -29.7     2.2    45.9     2.3   -63.6     3.7
2011.4764   -28.4     2.2    45.7     2.2   -63.0     3.7
2011.4791   -28.2     2.2    45.4     2.2   -62.1     3.7
2011.4820   -29.4     2.3    45.7     2.3   -63.6     3.7
2011.4850   -29.5     2.3    45.4     2.3   -65.4     3.9
2011.4873   -27.7     2.4    45.4     2.5   -59.7     4.1
2011.4901   -30.4     2.4    45.5     2.3   -57.4     4.5
2011.4930   -29.5     2.3    46.3     2.3   -59.1     3.9
2011.4960   -29.5     2.2    44.0     2.3   -62.2     3.7
2011.4982   -27.9     2.2    45.2     2.2   -57.7     3.7
2011.5010   -28.9     2.3    45.4     2.2   -59.5     3.7
2011.5040   -28.7     2.4    43.9     2.3   -57.8     3.7
2011.5064   -28.8     2.4    44.7     2.2   -59.3     3.7
2011.5092   -29.3     2.4    44.3     2.2   -59.5     3.7
2011.5120   -29.8     2.3    43.2     2.3   -57.5     3.7
2011.5150   -29.1     2.3    45.2     2.3   -55.3     3.8
2011.5174   -29.1     2.2    45.0     2.4   -58.7     3.9
2011.5201   -28.8     2.2    44.4     2.3   -56.7     3.7
2011.5230   -29.0     2.2    44.0     2.3   -54.2     3.7
2011.5260   -29.1     2.2    44.2     2.3   -54.6     3.7
2011.5284   -29.2     2.2    43.4     2.4   -55.8     3.7
2011.5311   -28.0     2.2    43.3     2.4   -49.3     3.8
2011.5340   -29.0     2.3    43.3     2.3   -53.7     3.7
2011.5370   -28.7     2.3    43.5     2.5   -55.3     3.8
2011.5393   -29.8     2.2    41.7     2.3   -55.3     3.7
2011.5421   -28.6     2.4    42.5     2.3   -56.0     3.7
2011.5450   -28.9     2.2    43.8     2.3   -51.1     3.7
2011.5480   -27.6     2.2    44.0     2.3   -52.8     3.8
2011.5502   -29.3     2.2    42.2     2.2   -54.8     3.7
2011.5531   -29.3     2.2    43.5     2.2   -45.7     3.7
2011.5560   -27.1     2.2    43.4     2.3   -51.3     3.6
2011.5584   -27.9     2.2    42.6     2.2   -52.0     3.9
2011.5612   -28.6     2.1    41.2     2.3   -54.7     3.7
2011.5640   -27.4     2.2    42.7     2.3   -31.7     4.1
2011.5670   -26.7     2.3    42.4     2.4   -50.3     4.2
2011.5694   -27.3     2.4    42.8     2.3   -45.1     4.4
2011.5722   -27.6     2.5    41.6     2.5   -50.9     4.0
2011.5750   -27.3     2.3    40.9     2.3   -48.8     3.7
2011.5780   -27.3     2.2    40.8     2.3   -47.7     3.8
2011.5804   -27.2     2.2    43.3     2.2   -52.2     3.7
2011.5831   -26.9     2.2    41.0     2.2   -47.5     4.1
2011.5860   -27.2     2.2    43.1     2.2   -46.5     3.7
2011.5890   -26.0     2.2    43.3     2.2   -45.7     3.7
2011.5914   -25.7     2.2    42.4     2.3   -48.3     3.8
2011.5941   -25.5     2.2    42.2     2.3   -48.0     3.7
2011.5970   -27.3     2.3    42.6     2.3   -41.7     3.7
2011.6000   -27.6     2.3    42.5     2.5   -43.0     3.7
2011.6022   -27.1     2.2    42.5     2.6   -43.5     3.7
2011.6051   -26.0     2.2    42.4     2.3   -43.3     3.9
2011.6080   -26.0     2.2    41.8     2.2   -40.1     3.8
2011.6110   -25.7     2.2    40.7     2.3   -45.1     3.8
2011.6132   -25.8     2.2    41.7     2.2   -39.4     3.8
2011.6160   -26.9     2.2    41.0     2.2   -44.2     3.7
2011.6190   -26.1     2.2    41.9     2.2   -41.2     3.7
2011.6214   -26.1     2.2    41.6     2.2   -41.7     3.8
2011.6242   -26.6     2.2    40.9     2.3   -40.1     3.7
2011.6270   -27.0     2.2    41.2     2.3   -38.6     3.8
2011.6300   -27.1     2.3    41.7     2.3   -35.6     3.7
2011.6324   -26.4     2.2    41.0     2.2   -37.8     3.7
2011.6351   -26.5     2.2    40.8     2.2   -38.1     3.7
2011.6380   -25.9     2.2    40.9     2.2   -38.6     4.1
2011.6410   -25.8     2.3    40.2     2.2   -40.0     4.2
2011.6434   -24.8     2.2    40.2     2.3   -37.4     4.5
2011.6461   -24.7     2.4    40.8     2.2   -38.0     3.9
2011.6490   -25.8     2.4    39.5     2.3   -37.8     4.1
2011.6520   -24.7     2.5    39.2     2.2   -37.6     3.8
2011.6542   -25.2     2.4    38.6     2.2   -39.7     4.1
2011.6571   -25.8     2.2    39.7     2.3   -37.6     3.8
2011.6600   -27.0     2.2    38.9     2.3   -33.9     3.7
2011.6630   -26.2     2.2    40.5     2.2   -40.3     4.1
2011.6652   -26.5     2.4    40.4     2.2   -39.5     3.8
2011.6680   -24.7     2.3    40.0     2.2   -35.7     3.9
2011.6710   -25.8     2.2    40.7     2.3   -40.3     3.8
2011.6734   -25.3     2.3    38.7     2.3   -33.0     4.2
2011.6762   -24.7     2.2    39.4     2.5   -33.4     3.7
2011.6790   -24.7     2.2    40.4     2.5   -32.2     3.8
2011.6820   -25.1     2.2    40.1     2.6   -36.4     3.8
2011.6844   -24.0     2.2    39.8     2.5   -33.0     3.7
2011.6872   -24.6     2.3    39.1     2.3   -35.8     3.8
2011.6900   -24.0     2.3    39.1     2.3   -36.2     3.7
2011.6930   -25.4     2.3    40.5     2.2   -32.6     3.7
2011.6954   -25.4     2.3    38.7     2.5   -35.2     3.8
2011.6981   -25.5     2.2    38.1     2.3   -39.3     3.9
2011.7010   -25.2     2.2    41.2     2.2   -41.7     3.8
2011.7040   -25.5     2.3    39.0     2.3   -35.0     3.8
2011.7064   -25.1     2.2    39.0     2.2   -38.9     3.9
2011.7091   -26.2     2.2    38.8     2.2   -38.4     3.8
2011.7120   -23.6     2.2    38.0     2.2   -39.1     4.2
2011.7150   -26.9     2.2    39.4     2.2   -34.3     4.0
2011.7172   -24.8     2.2    38.1     2.3   -37.2     3.8
2011.7200   -24.4     2.4    38.6     2.3   -36.2     3.8
2011.7230   -23.7     2.4    38.4     2.3   -37.7     3.8
2011.7260   -23.1     2.6    38.8     2.3   -33.8     3.7
2011.7282   -25.0     2.3    39.1     2.2   -31.9     3.7
2011.7310   -25.1     2.4    38.4     2.2   -32.2     3.8
2011.7340   -23.6     2.3    38.6     2.3   -33.5     4.1
2011.7364   -24.2     2.4    39.1     2.2   -37.0     3.7
2011.7392   -24.4     2.2    40.8     2.3   -35.3     3.8
2011.7420   -23.8     2.2    38.0     2.3   -34.3     4.0
2011.7450   -23.6     2.4    39.1     2.3   -31.8     3.9
2011.7474   -23.1     2.3    38.6     2.3   -36.8     3.9
2011.7501   -24.5     2.3    38.8     2.4   -31.5     3.8
2011.7530   -23.7     2.3    38.2     2.3   -29.7     3.7
2011.7560   -23.6     2.5    37.3     2.5   -31.6     3.9
2011.7584   -24.5     2.2    36.5     2.3   -32.3     4.1
2011.7611   -24.9     2.3    37.4     2.5   -35.9     4.0
2011.7640   -24.6     2.3    36.6     2.3   -35.4     4.0
2011.7670   -25.0     2.2    37.9     2.5   -31.2     3.7
2011.7692   -24.0     2.3    37.7     2.3   -27.6     4.0
2011.7720   -24.3     2.2    38.3     2.2   -30.7     3.9
2011.7750   -23.4     2.2    37.4     2.5   -33.0     3.7
2011.7780   -24.5     2.3    37.1     2.3   -33.7     3.8
2011.7802   -23.9     2.2    37.8     2.3   -29.6     3.7
2011.7830   -24.2     2.3    37.5     2.3   -32.6     3.9
2011.7860   -24.0     2.2    38.3     2.4   -34.4     4.3
2011.7884   -21.8     2.3    39.3     2.3   -38.2     4.0
2011.7912   -21.9     2.3    37.7     2.3   -35.1     3.9
2011.7940   -22.5     2.4    38.7     2.3   -34.8     3.9
2011.7970   -22.5     2.4    37.6     2.3   -31.7     3.7
2011.7994   -22.7     2.3    36.7     2.3   -33.5     3.9
2011.8022   -22.8     2.3    37.4     2.3   -33.2     3.8
2011.8050   -23.1     2.3    37.2     2.3   -31.7     3.7
2011.8080   -22.5     2.2    36.8     2.3   -33.2     3.8
2011.8104   -23.0     2.2    37.3     2.3   -32.2     3.7
2011.8131   -23.0     2.2    37.1     2.3   -31.3     3.9
2011.8160   -22.7     2.4    37.5     2.3   -34.3     3.9
2011.8190   -21.2     2.2    37.2     2.3   -32.4     3.8
2011.8214   -21.7     2.3    38.7     2.3   -35.1     3.8
2011.8240   -22.6     2.3    37.3     2.5   -31.1     3.8
2011.8270   -21.5     2.3    38.0     2.5   -30.0     3.7
2011.8300   -19.4     2.3    37.6     2.3   -29.5     4.0
2011.8322   -19.9     2.3    38.8     2.3   -27.1     4.0
2011.8350   -22.0     2.2    37.0     2.3   -34.6     3.9
2011.8380   -20.6     2.3    36.0     2.2   -34.0     3.8
2011.8410   -20.8     2.4    34.9     2.2   -34.4     3.8
2011.8432   -20.2     2.4    35.8     2.3   -30.6     3.8
2011.8460   -21.2     2.4    36.1     2.4   -29.6     3.9
2011.8490   -22.0     2.2    37.7     2.2   -28.0     3.9
2011.8514   -22.3     2.3    36.0     2.3   -26.4     3.7
2011.8542   -21.3     2.2    35.0     2.3   -33.2     3.9
2011.8570   -20.5     2.2    35.2     2.3   -32.3     4.0
2011.8600   -21.3     2.3    34.9     2.3   -29.7     3.8
2011.8624   -19.9     2.2    36.5     2.3   -26.9     3.7
2011.8651   -20.8     2.3    36.7     2.3   -30.6     3.8
2011.8680   -19.6     2.5    37.5     2.3   -14.7     3.7
2011.8710   -19.2     2.4    36.2     2.5   -22.7     3.8
2011.8734   -20.9     2.3    34.0     2.5   -32.6     3.7
2011.8760   -20.7     2.3    35.0     2.5   -33.2     3.8
2011.8790   -20.9     2.3    34.4     2.2   -32.9     3.9
2011.8820   -21.2     2.3    34.1     2.3   -27.8     3.9
2011.8842   -22.9     2.3    34.0     2.3   -23.9     4.1
2011.8870   -23.5     2.2    34.1     2.2   -25.3     3.9
2011.8900   -22.9     2.2    35.5     2.3   -31.0     3.9
2011.8930   -23.2     2.2    35.5     2.3   -30.4     3.8
2011.8952   -24.8     2.3    35.3     2.3   -27.8     3.9
2011.8980   -21.4     2.3    37.0     2.5   -21.2     3.8
2011.9010   -21.6     2.3    36.0     2.4   -24.0     3.8
2011.9034   -22.5     2.3    36.2     2.5   -22.2     3.8
2011.9062   -22.5     2.3    33.8     2.3   -26.7     3.9
2011.9090   -21.8     2.2    35.7     2.3   -25.6     3.9
2011.9120   -21.5     2.3    36.3     2.3   -22.0     4.0
2011.9144   -22.0     2.4    33.2     2.3   -22.5     4.0
2011.9172   -21.0     2.3    34.3     2.2   -22.7     4.1
2011.9200   -23.9     2.3    33.8     2.3   -24.8     4.0
2011.9230   -23.3     2.3    33.2     2.3   -28.4     3.9
2011.9254   -22.2     2.3    34.3     2.3   -27.7     4.0
2011.9281   -21.9     2.3    34.4     2.3   -25.5     4.2
2011.9310   -22.6     2.3    34.6     2.3   -24.3     4.0
2011.9340   -20.9     2.2    36.3     2.3   -24.8     4.7
2011.9364   -20.2     2.3    34.9     2.3   -27.0     3.9
2011.9390   -21.1     2.3    35.3     2.2   -27.9     3.8
2011.9420   -16.1     2.3    36.1     2.3   -18.5     3.8
2011.9450   -20.0     2.2    34.3     2.4   -27.8     3.9
2011.9472   -20.8     2.2    36.3     2.3   -24.9     5.1
2011.9500   -19.7     2.2    35.9     2.3   -25.7     3.9
2011.9530   -19.6     2.2    34.1     2.3   -27.1     3.7
2011.9560   -20.2     2.2    34.0     2.3   -28.3     3.9
2011.9582   -19.1     2.3    34.1     2.3   -27.3     3.9
2011.9610   -20.5     2.3    33.8     2.3   -29.4     4.0
2011.9640   -21.2     2.3    34.1     2.2   -23.6     3.7
2011.9664   -19.7     2.4    35.0     2.3   -26.6     3.7
2011.9692   -20.4     2.3    35.6     2.3   -25.9     3.8
2011.9720   -19.4     2.3    35.0     2.3   -25.9     4.3
2011.9750   -19.9     2.3    34.0     2.3   -24.6     4.1
2011.9774   -20.7     2.3    33.8     2.3   -25.0     4.3
2011.9801   -19.3     2.3    34.2     2.2   -21.0     3.9
2011.9830   -19.8     2.2    34.9     2.3   -20.6     3.9
2011.9860   -20.8     2.3    34.5     2.2   -22.0     4.1
2011.9884   -20.2     2.3    34.1     2.3   -22.2     4.0
2011.9910   -20.4     2.4    33.3     2.3   -24.2     4.0
2011.9940   -19.6     2.3    34.9     2.3   -27.8     4.1
2011.9970   -20.8     2.3    33.0     2.5   -21.0     4.5
2011.9992   -20.3     2.4    32.4     2.3   -20.5     3.9
2012.0020   -20.8     2.3    32.2     2.3   -24.2     3.9
2012.0050   -19.7     2.2    34.0     2.3   -23.6     4.1
2012.0080   -19.0     2.3    33.3     2.3   -26.9     4.4
2012.0102   -20.6     2.4    33.9     2.3   -23.2     3.7
2012.0130   -19.5     2.3    34.6     2.3   -23.2     3.7
2012.0160   -19.6     2.7    34.5     2.3   -23.9     4.0
2012.0184   -20.3     2.3    35.6     2.3   -22.6     3.9
2012.0212   -19.5     2.3    33.0     2.4   -22.0     3.9
2012.0240   -19.9     2.3    33.6     2.3   -22.0     4.0
2012.0270   -18.5     2.3    32.0     2.3   -26.3     4.1
2012.0294   -21.2     2.7    32.1     2.5   -28.3     3.9
2012.0322   -20.3     2.3    32.8     2.3   -21.8     4.0
2012.0350   -20.0     2.2    34.9     2.3   -18.1     4.0
2012.0380   -20.0     2.3    32.8     2.3   -25.8     4.1
2012.0404   -17.3     2.2    34.0     2.5   -18.0     3.9
2012.0430   -20.1     2.4    32.9     2.4   -21.9     3.9
2012.0460   -19.0     2.2    33.4     2.7   -21.6     3.9
2012.0490   -19.3     2.2    34.9     2.3   -22.1     4.4
2012.0513   -19.4     2.3    35.2     2.3   -24.4     4.1
2012.0540   -20.4     2.5    32.7     2.3   -23.3     3.7
2012.0570   -19.4     2.3    32.3     2.3   -26.9     3.7
2012.0600   -19.3     2.5    31.3     2.8   -21.9     3.7
2012.0622   -19.9     2.3    34.0     2.3   -20.1     3.7
2012.0650   -18.1     2.2    31.7     2.3   -22.7     3.9
2012.0680   -18.8     2.4    32.7     2.3   -21.8     4.3
2012.0710   -18.6     2.4    34.5     2.4   -21.9     4.9
2012.0732   -19.0     2.2    32.1     2.5   -26.2     4.5
2012.0760   -18.8     2.4    32.4     2.3   -24.7     3.7
2012.0790   -17.9     2.5    33.4     2.3   -29.6     4.0
2012.0814   -18.0     2.3    34.2     2.3   -23.0     4.0
2012.0842   -18.3     2.3    34.5     2.6   -30.2     3.7
2012.0870   -19.9     2.4    34.4     2.4   -28.3     3.7
2012.0900   -18.3     2.5    34.4     2.5   -26.9     4.3
2012.0924   -20.0     2.2    34.3     2.3   -27.6     3.6
2012.0950   -19.8     2.2    33.4     2.4   -26.4     4.0
2012.0980   -17.6     2.3    33.0     2.5   -26.4     3.8
2012.1010   -17.0     2.3    34.5     2.5   -26.0     3.9
2012.1033   -17.6     2.2    33.7     2.4   -28.0     4.1
2012.1060   -17.2     2.3    33.1     2.5   -27.2     3.7
2012.1090   -18.3     2.4    32.4     2.6   -36.6     4.4
2012.1120   -16.7     2.3    31.4     2.5   -29.9     4.1
2012.1142   -18.6     2.2    31.8     2.3   -29.2     4.0
2012.1170   -18.4     2.4    31.6     2.5   -21.9     3.9
2012.1200   -18.4     2.5    34.1     2.5   -25.9     3.7
2012.1252   -20.1     2.2    33.6     2.3   -24.1     4.9
2012.1280   -17.5     2.3    33.5     2.3   -25.8     4.4
2012.1310   -17.1     2.5    32.6     2.5   -27.4     4.0
2012.1334   -16.5     2.4    33.5     2.3   -33.0     4.0
2012.1362   -17.1     2.2    32.4     2.4   -31.0     3.9
2012.1390   -16.7     2.2    32.6     2.5   -31.1     3.7
2012.1420   -16.9     2.2    33.8     2.6   -29.5     4.0
2012.1444   -17.7     2.2    32.6     2.5   -27.3     3.9
2012.1472   -17.4     2.3    32.6     2.4   -31.9     4.3
2012.1500   -17.0     2.5    29.8     2.5   -31.6     4.5
2012.1530   -17.8     2.8    30.6     2.5   -29.5     3.8
2012.1553   -16.9     2.5    29.7     2.5   -30.5     4.0
2012.1580   -17.8     2.2    29.1     2.4   -29.1     4.4
2012.1610   -18.4     2.2    30.5     2.5   -31.2     3.8
2012.1640   -18.4     2.3    29.4     2.6   -30.6     3.7
2012.1663   -17.8     2.2    30.3     2.6   -27.5     3.8
2012.1690   -18.6     2.2    30.2     2.3   -35.4     3.8
2012.1720   -18.7     2.5    30.5     2.3   -40.1     3.9
2012.1750   -18.6     2.2    30.0     2.3   -27.1     3.7
2012.1772   -17.5     2.4    29.5     2.3   -17.3     4.4
2012.1800   -16.0     2.3    29.3     2.5   -18.1     4.0
2012.1830   -15.8     2.3    25.9     2.6   -22.0     4.0
2012.1860   -15.6     2.2    28.4     2.8   -21.8     3.8
2012.1882   -16.8     2.2    29.7     2.6   -22.9     3.7
2012.1910   -17.5     2.6    29.3     2.3   -27.2     3.8
2012.1940   -18.7     2.5    28.8     2.4   -26.6     3.8
2012.1964   -16.2     2.4    30.6     2.4   -30.2     3.7
2012.1992   -19.1     2.2    32.3     2.3   -27.7     3.7
2012.2020   -20.5     2.2    32.4     2.3   -28.3     3.7
2012.2050   -21.2     2.4    31.1     2.6   -30.8     4.1
2012.2073   -20.8     2.8    31.5     2.3   -25.1     3.8
2012.2100   -19.3     2.5    29.8     2.5   -23.6     3.8
2012.2130   -19.3     2.4    30.6     2.5   -27.3     3.8
2012.2160   -19.9     2.4    29.8     2.5   -26.4     3.7
2012.2183   -18.8     2.3    31.0     2.5   -30.2     3.8
2012.2210   -18.3     2.2    30.3     2.3   -26.5     3.7
2012.2240   -16.9     2.2    29.3     2.8   -27.6     3.7
2012.2270   -17.4     2.2    29.3     2.5   -31.4     3.7
2012.2292   -18.0     2.4    32.0     2.5   -22.4     4.0
2012.2320   -17.0     2.5    28.9     2.4   -24.5     3.9
2012.2350   -19.2     2.3    28.5     2.3   -24.0     3.7
2012.2380   -18.8     2.4    30.2     2.5   -33.2     3.7
2012.2402   -18.1     2.5    29.5     2.8   -33.3     3.6
