% site name: KAGA
% Time      North     err   East      err    Up       err
% year      mm        mm    mm        mm     mm       mm
2018.5290    58.2     2.2   -97.3     5.8    59.0     5.2
2018.5320    57.2    20.1   -98.4     3.6    61.9     5.9
2018.5350    56.9    20.4   -98.1   899.3    58.2     4.9
2018.5373    54.9    10.4   -98.4     3.5    60.8     4.6
2018.5400    55.9    12.5   -99.4     2.9    58.8     4.4
2018.5430    56.3     9.7   -98.1     2.6    57.8     4.5
2018.5460    57.6     5.2   -97.1     2.6    59.9     4.3
2018.5482    57.5     3.8   -97.7     3.7    55.2     5.0
2018.5510    58.7     6.3   -99.4     3.4    61.2     3.8
2018.5540    57.2     5.0   -98.1     2.9    60.5     4.1
2018.5570    57.4     3.5   -97.8     3.5    64.5     4.7
2018.5592    57.4    10.9   -98.6     3.6    54.3     3.9
2018.5620    58.4     5.4   -98.9     4.3    63.0     3.8
2018.5650    55.9     4.6   -97.9     2.7    63.5     4.0
2018.5673    56.2    30.0   -98.9     2.3    64.0     4.0
2018.5701    58.0    27.3   -98.5     2.3    64.6     4.6
2018.5730    55.9    13.3   -98.5     2.5    57.6     3.9
2018.5760    60.4     5.1  -100.4     2.5    61.6     4.6
2018.5783    60.0     3.1   -97.5     2.4    59.6     4.1
2018.5810    59.1     3.2   -98.0    33.7    63.7     3.7
2018.5840    57.4    20.9   -99.8    43.1    59.2     4.1
2018.5870    57.5     3.4   -97.9    32.1    53.9     4.0
2018.5893    58.8     3.7  -100.7    38.1    65.8     5.4
2018.5920    56.7     8.3   -98.5    24.2    61.7     5.2
2018.5950    57.5     2.9   -97.3     5.6    61.9     3.8
2018.5980    59.1     6.9   -99.0     4.3    62.9     3.7
2018.6002    58.6     3.4  -100.0     6.5    62.0     3.7
2018.6030    59.1     2.9   -98.1     5.5    62.9     3.7
2018.6060    58.2     4.2   -98.8     3.9    60.9     3.6
2018.6090    60.8     5.5   -97.2    29.6    72.2     3.7
2018.6112    58.1     7.8  -101.2     6.4    66.8     5.1
2018.6140    58.4     3.6  -101.1     5.2    67.0     9.1
2018.6170    58.2     3.3   -99.2    78.6    67.2     8.7
2018.6193    57.3     2.5   -99.8    63.8    74.2    23.3
2018.6221    58.3     2.3   -98.7    35.6    66.7     5.3
2018.6250    57.2     2.3   -99.5     5.2    70.6    13.7
2018.6280    55.3     2.1   -98.6     3.3    54.5     5.9
2018.6303    57.6     2.3   -98.3     3.3    62.6     5.7
2018.6331    59.6     2.2   -97.2    49.7    69.6     7.2
2018.6360    58.3     2.2  -100.5     3.9    68.3     6.5
2018.6390    58.0     2.4  -100.1     3.8    64.9     8.8
2018.6413    58.7     3.0  -100.6     7.9    69.7     5.2
2018.6440    59.3     4.8  -101.1     3.0    70.6     6.5
2018.6470    57.9     3.7  -101.1    42.9    67.7     4.0
2018.6500    56.6     3.8  -100.2     3.5    65.8     3.8
2018.6523    59.4     2.6  -101.5     3.0    67.5     3.8
2018.6550    58.5     2.7  -100.7     4.5    68.6     3.9
2018.6580    57.1     3.0  -101.4     8.6    66.3     4.1
2018.6610    57.4     3.7  -100.0    18.9    68.1     4.2
2018.6632    58.8     3.4   -98.8     3.7    71.7     3.7
2018.6660    58.2     3.5  -100.2     3.4    68.9     3.6
2018.6690    59.2     2.9   -99.7     2.6    64.2     3.7
2018.6720    57.7     2.3  -101.0     2.3    65.9     3.7
2018.6741    57.6     2.4   -99.0     2.3    65.6     3.7
2018.6770    57.7     2.3  -100.3     2.3    66.1     3.7
2018.6800    59.1     2.2   -98.4     2.3    71.1     3.7
2018.6823    57.7     3.7  -100.2     2.2    63.5     3.7
2018.6851    58.3     3.1  -100.4     2.3    61.7     3.7
2018.6880    57.1    10.8  -100.9     2.5    66.5     3.7
2018.6910    58.1     3.4   -99.3     3.2    64.7     3.7
2018.6933    57.7     2.9   -99.0     5.4    66.0     3.8
2018.6960    58.3     2.8  -100.2     4.5    67.5     6.5
2018.6990    59.3     2.6  -100.1     4.2    66.1    27.9
2018.7020    57.6     3.2  -100.2     2.7    62.4    12.2
2018.7043    57.5     2.9   -99.1     2.9    65.8    16.0
2018.7070    59.8     3.1  -100.7     3.1    65.8    25.8
2018.7100    58.2     2.6  -100.2     3.7    70.4     4.7
2018.7130    59.5     2.6  -100.9     3.3    67.9     3.9
2018.7152    60.1     2.5  -101.2     3.8    68.2     3.8
2018.7180    59.4     2.5  -101.6     3.1    68.2     3.7
2018.7210    58.3     2.5  -102.4     2.3    67.9     3.8
2018.7240    60.1     2.8  -103.2     2.5    67.9     4.0
2018.7261    60.7     2.2  -101.4     2.3    71.1     3.7
2018.7290    60.1     2.4  -101.7     2.2    70.3     3.6
2018.7320    57.7     2.6  -100.8     3.9    68.1     3.6
2018.7343    58.0     2.3  -102.1     3.2    69.0     3.7
2018.7371    57.5     2.3  -101.8     8.4    66.9     3.6
2018.7400    58.8     2.3  -101.8     3.8    66.5     3.6
2018.7430    57.6     2.4  -101.9     3.3    69.0     3.8
2018.7453    60.1     2.7   -99.9     3.0    69.0     3.9
2018.7481    62.3     2.3  -102.6     2.6    69.8     3.6
2018.7510    59.7     2.6  -103.4     3.4    72.2     3.7
2018.7540    59.2     2.4  -101.8     3.0    64.5     3.7
2018.7563    59.7     2.2  -102.2     3.4    69.8     3.7
2018.7590    61.5     2.4  -102.1     2.8    70.4     3.9
2018.7620    62.1     2.2  -103.0     2.8    70.1     3.7
2018.7650    58.5     3.0  -103.1     2.6    69.6     3.8
2018.7673    59.0     2.9  -104.2     2.6    70.3     3.9
2018.7700    60.3     2.2  -102.6     2.5    72.6     3.8
2018.7730    57.1     2.2  -101.8     2.9    73.2     3.8
2018.7760    59.4     2.1  -101.8     2.3    70.1     3.7
2018.7781    60.4     2.2  -104.3     2.5    66.0     3.7
2018.7810    61.0     2.2  -102.6     2.6    68.3     3.7
2018.7840    59.0     2.2  -102.5     2.3    69.5     3.7
2018.7864    57.5     2.8  -101.3     2.3    70.4     3.7
2018.7891    57.8     4.3  -102.3     2.3    75.7     3.7
2018.7920    59.0     4.4  -101.7     2.5    70.8     3.7
2018.7950    59.3    14.1  -103.3     2.8    68.3     3.7
2018.7973    59.8     3.0  -103.3     2.5    71.6     3.7
2018.8001    58.0     6.7  -103.3     2.8    71.2     3.7
2018.8030    58.6     3.1  -104.8     2.5    72.7     3.6
2018.8060    58.6     3.1  -103.8     2.2    70.6     3.7
2018.8083    59.3     3.6  -104.2     2.5    68.9     3.7
2018.8110    58.0     3.4  -104.8     2.4    65.2     3.7
2018.8140    58.9     3.6  -104.5     3.1    65.3     3.8
2018.8170    59.2     2.9  -102.2     3.0    66.0     3.8
2018.8193    59.9     3.4  -101.6     2.3    66.6     3.8
2018.8220    63.0     2.4  -103.3     2.2    80.0     3.8
2018.8250    58.3     2.3  -102.7     2.3    75.5     3.9
2018.8280    59.2     2.3  -103.4     2.3    73.5     3.7
2018.8302    58.7     2.3  -103.4     2.2    69.3     3.7
2018.8330    58.6     2.4  -102.7     2.3    65.3     3.7
2018.8360    59.3     2.5  -101.7     3.0    66.9     3.8
2018.8390    59.5     2.1  -101.6     5.1    66.3     3.7
2018.8411    60.8     2.2  -103.5     4.9    69.1     3.7
2018.8440    60.2     2.1  -102.9    28.3    69.6     4.1
2018.8470    60.2     2.1  -101.6     3.1    65.1     3.7
2018.8493    59.8     2.2  -102.6     7.0    66.9     3.7
2018.8521    60.1     2.2  -103.0     3.2    63.1     4.1
2018.8550    59.4     2.2  -103.9     3.5    69.1     4.3
2018.8580    59.8     2.2  -103.3     4.0    71.6     4.8
2018.8603    61.7     2.1  -103.5     4.0    67.0     4.0
2018.8631    63.0     2.1  -103.3     5.3    71.1     4.2
2018.8660    61.7     2.1  -102.7     3.1    69.9     3.8
2018.8690    59.7     2.2  -103.2     3.6    76.1     5.2
2018.8713    61.8     3.3  -104.3     2.5    70.9     5.4
2018.8740    60.2    15.1  -104.1     2.3    69.4     3.8
2018.8770    61.2     9.3  -106.2     2.3    63.2     3.8
2018.8800    61.8     7.1  -104.9     2.5    68.3     3.8
2018.8823    62.0    12.9  -103.7     2.5    63.8     3.8
2018.8850    62.7     2.6  -106.1     2.5    65.9     3.8
2018.8880    58.5     2.2  -103.4     2.3    68.4     4.6
2018.8910    61.7     2.2  -105.9     2.2    68.2     5.5
2018.8931    63.3     2.1  -104.4     2.3    73.0     3.8
2018.8960    64.3     2.2  -102.3     2.3    78.6     3.8
2018.8990    60.2     2.2  -104.6     2.2    62.8     3.7
2018.9014    59.9     2.1  -105.1     2.2    62.3     3.7
2018.9041    60.8     2.2  -102.3     2.2    63.8     4.0
2018.9070    60.9     2.2  -104.3     2.2    65.1     3.9
2018.9100    62.1     2.1  -104.8     2.3    65.6     6.1
2018.9123    61.4     2.2  -104.6     2.3    70.3     4.5
2018.9151    59.5     2.2  -104.9     2.3    66.6     4.9
2018.9180    59.4     2.3  -103.8     2.3    64.2     4.0
2018.9210    59.5     2.3  -104.1     3.5    57.2     3.7
2018.9233    60.7     2.2  -104.6    31.8    63.6     3.7
2018.9260    61.4     2.2  -103.2    11.1    69.4     3.7
2018.9290    62.3     2.2  -104.9    18.5    71.8     3.6
2018.9320    62.9     2.1  -105.3    28.3    72.8     3.7
2018.9343    63.3     2.3  -106.5     2.9    72.9     4.3
2018.9370    63.4     2.2  -106.7     2.3    70.5     3.8
2018.9400    63.8     2.3  -104.4     2.3    68.8     3.7
2018.9430    60.5     2.3  -103.6     2.3    69.7     3.6
2018.9451    63.0     2.2  -106.2     2.3    72.7     3.6
2018.9480    62.3     2.3  -104.5     2.4    71.6     3.6
2018.9510    62.1     2.2  -103.9     2.3    69.8     3.7
2018.9534    62.6     2.2  -105.2     2.2    74.2     3.7
2018.9561    62.0     2.1  -103.9     2.2    68.9     3.6
2018.9590    62.4     2.2  -105.7     2.3    71.3     3.6
2018.9620    62.0     2.2  -105.4     2.2    71.0     3.8
2018.9643    62.0     2.1  -105.2     2.2    62.9     3.7
2018.9671    62.4     2.2  -103.1     2.3    69.6     3.7
2018.9700    62.9     2.1  -105.7     2.3    67.6     3.6
2018.9730    63.3     2.1  -103.9     2.3    71.3     3.6
2018.9753    62.2     2.1  -103.2     2.2    71.5     3.6
2018.9781    63.4     2.2  -105.0     2.2    75.5     4.0
2018.9810    62.4     2.2  -105.9     2.3    69.5     3.7
2018.9840    61.3     2.1  -108.0     2.3    67.3     3.8
2018.9863    61.5     2.2  -107.6     2.2    64.9     3.8
2018.9890    61.8     2.2  -108.4     2.3    63.5     3.7
2018.9920    60.9     2.2  -104.9     2.3    61.0     3.7
2018.9950    61.0     2.3  -105.4     2.3    65.6     3.6
2018.9973    63.0     2.3  -105.2     2.3    65.8     3.6
2019.0000    61.0     2.2  -104.9     2.2    68.0     3.6
2019.0030    62.2     2.2  -105.3     2.3    72.5     3.5
2019.0054    62.1     2.1  -104.3     2.3    72.2     3.6
2019.0081    62.3     2.2  -105.2     2.2    66.7     4.1
2019.0110    65.7     2.2  -106.6     2.2    78.5     3.8
2019.0140    62.8     2.2  -107.3     2.3    73.7     3.7
2019.0164    63.8     2.2  -106.4     2.3    70.6     3.6
2019.0191    63.8     2.4  -106.1     2.3    68.2     3.6
2019.0220    63.7     2.2  -107.5     2.3    66.9     3.6
2019.0250    62.0     2.2  -107.8     2.3    66.7     3.7
2019.0273    63.3     2.4  -108.3     2.2    67.0     3.7
2019.0301    61.7     2.5  -108.5     2.2    66.7     3.7
2019.0330    63.5     2.7  -107.7     2.3    69.7     3.6
2019.0360    62.9     2.3  -108.2     2.3    64.8     3.6
2019.0383    62.5     2.4  -107.3     2.3    67.9     3.6
2019.0410    62.6     2.3  -106.8     2.3    69.6     3.6
2019.0440    64.8     2.7  -107.9     2.3    75.2     3.7
2019.0470    62.7     3.0  -107.2     2.3    67.3     3.6
2019.0493    59.2     2.2  -105.9     2.3    69.0     3.7
2019.0520    61.7     2.2  -108.0     2.2    72.1     4.2
2019.0550    61.8     2.2  -108.6     2.3    71.8     4.1
2019.0574    63.5     2.3  -108.4     2.3    69.2     4.0
2019.0601    62.8     2.2  -108.3     2.3    70.3     3.7
2019.0630    63.4     2.6  -107.0     2.3    71.4     3.7
2019.0660    62.3     3.0  -106.1     2.2    71.4     3.8
2019.0684    62.3     2.3  -106.8     2.5    72.0     3.6
2019.0711    60.6     2.2  -107.9     2.3    68.8     3.7
2019.0740    62.7     2.1  -107.0     2.2    71.2     3.8
2019.0770    63.1     2.2  -107.8     2.5    70.2     3.6
2019.0793    63.5     2.3  -107.9     2.6    68.4     3.6
2019.0821    63.2     2.3  -107.0     2.9    67.7     3.5
2019.0850    63.3     3.4  -107.2     2.4    68.9     3.5
2019.0880    61.7     2.5  -107.0     2.5    70.7     3.6
2019.0903    61.4     2.6  -107.5     2.3    69.4     3.9
2019.0931    62.8     2.3  -108.0     2.8    66.8     3.6
2019.0960    64.5     2.2  -108.2     3.3    67.0     3.7
2019.0990    62.8     2.2  -106.8     2.3    70.9     3.6
2019.1013    62.2     2.1  -108.2     2.3    60.2     3.6
2019.1040    64.6     2.2  -108.0     2.3    69.2     3.6
2019.1070    65.7     2.2  -108.8     2.3    67.5     3.6
2019.1094    64.8     2.5  -110.1     2.3    68.6     3.5
2019.1123    62.7     2.3  -109.0     2.6    68.6     3.6
2019.1150    64.1     2.2  -107.2     3.0    69.2     3.6
2019.1180    63.0     2.2  -108.9     2.3    70.3     3.6
2019.1204    62.8     2.2  -108.5     2.3    68.3     3.6
2019.1231    62.7     2.2  -107.4     2.3    67.6     3.6
2019.1260    63.2     2.2  -107.4     2.2    65.7     3.7
2019.1290    64.3     2.2  -108.9     2.4    65.7     4.1
2019.1314    65.0     2.2  -109.4     2.5    64.5     3.7
2019.1341    63.0     2.2  -108.9     3.4    65.4     3.7
2019.1370    62.8     2.2  -108.7     2.6    69.2     3.6
2019.1400    65.0     2.2  -108.0     2.8    73.7     3.6
2019.1423    63.7     2.2  -107.9     2.3    70.6     3.8
2019.1451    62.5     2.2  -107.7     2.2    68.5     3.7
2019.1480    61.9     2.2  -108.2     2.2    66.9     3.8
2019.1510    64.3     2.2  -107.8     2.3    63.8     3.6
2019.1533    64.2     2.2  -108.2     2.2    65.9     3.6
2019.1560    65.4     2.2  -108.2     2.2    64.0     3.5
2019.1590    64.1     2.3  -107.6     2.5    63.7     3.5
2019.1614    63.5     2.3  -107.7     2.3    59.0     3.6
2019.1643    63.9     2.2  -107.6     2.2    61.4     3.7
2019.1670    61.0     2.1  -108.7     2.2    64.6     4.0
2019.1700    64.2     2.2  -109.6     2.2    64.3     3.8
2019.1724    63.2     2.2  -110.5     2.2    67.3     3.7
2019.1751    65.5     2.2  -109.3     2.2    65.0     3.7
2019.1780    65.2     2.1  -109.6     2.2    67.5     3.9
2019.1810    62.1     2.2  -108.7     2.2    63.7     3.6
2019.1834    62.6     2.4  -109.3     2.2    67.8     3.6
2019.1861    62.7     2.2  -108.5     2.3    65.5     3.7
2019.1890    62.2     2.2  -108.6     2.2    66.0     3.7
2019.1920    62.3     2.2  -107.7     2.2    68.6     3.6
2019.1943    62.0     2.2  -109.3     2.2    65.6     3.6
2019.1971    63.0     2.2  -108.9     2.2    66.7     3.7
2019.2000    63.4     2.2  -106.8     2.2    66.5     3.6
2019.2030    63.7     2.1  -107.8     2.3    67.4     3.7
2019.2053    63.6     2.2  -108.6     2.2    67.7     3.6
2019.2081    64.2     2.2  -110.0     2.3    68.8     3.7
2019.2110    64.4     2.2  -110.3     2.3    68.0     3.6
2019.2140    64.3     2.2  -110.5     2.2    71.0     3.6
2019.2163    64.5     2.2  -110.8     2.3    65.5     3.9
2019.2190    66.4     2.2  -108.9     2.2    69.2     3.8
2019.2220    63.7     2.2  -110.2     2.2    66.5     3.8
2019.2244    64.6     2.2  -110.2     2.2    65.5     3.9
2019.2272    61.4     2.4  -108.8     2.2    63.1     3.7
2019.2300    64.2     2.4  -108.2     2.2    75.0     3.7
2019.2330    63.5     2.4  -109.8     2.3    66.2     3.6
2019.2354    63.2     2.1  -108.7     2.3    62.9     3.7
2019.2381    64.7     2.2  -110.0     2.2    61.6     3.5
2019.2410    64.3     2.2  -111.2     2.2    62.8     3.7
2019.2440    64.8     2.2  -111.7     2.2    60.0     4.3
2019.2464    66.4     2.2  -111.9     2.2    64.2     7.6
2019.2491    64.8     2.2  -111.8     2.2    59.4     3.7
2019.2520    67.6     2.2  -112.1     2.3    63.3     3.7
2019.2573    65.8     2.2  -112.0     2.2    62.9     3.6
2019.2601    63.5     2.1  -110.2     2.2    57.0     3.6
2019.2630    68.8     2.1  -109.9     2.2    73.6     3.6
2019.2660    66.7     2.2  -112.3     2.2    69.8     3.7
2019.2683    66.2     2.2  -111.4     2.2    60.6     3.7
2019.2710    63.9     2.2  -108.1     2.2    53.9     3.7
2019.2740    65.5     2.2  -109.8     2.3    62.7     3.9
2019.2764    66.9     2.2  -110.8     2.5    59.1     3.8
2019.2792    64.6     2.2  -108.5     2.5    58.3     3.8
2019.2820    65.9     2.2  -108.5     2.4    70.1     3.8
2019.2850    64.7     2.2  -109.7     2.3    64.1     3.8
2019.2874    65.3     2.0  -111.2     2.2    60.7     3.7
2019.2901    66.5     2.2  -109.1     2.3    58.2     3.6
2019.2930    65.5     2.2  -110.5     2.2    60.8     3.7
2019.2960    65.9     2.2  -109.9     2.3    59.7     3.7
2019.2984    65.4     2.2  -109.1     2.3    62.7     3.7
2019.3011    65.7     2.2  -109.4     2.2    61.4     3.7
2019.3040    65.1     2.2  -109.2     2.2    63.2     3.6
2019.3070    65.4     2.4  -111.2     2.2    61.9     3.6
2019.3093    64.7     2.2  -110.5     2.2    61.1     3.6
2019.3121    67.3     2.2  -108.3     2.2    59.5     3.7
2019.3150    65.5     2.2  -110.1     2.3    60.2     3.7
2019.3180    65.3     2.2  -109.8     2.2    58.8     3.6
2019.3203    64.7     2.2  -110.4     2.2    55.0     3.6
2019.3231    66.9     2.1  -111.1     2.2    57.4     3.6
2019.3260    66.6     2.2  -110.7     2.2    57.0     3.5
2019.3284    64.5     2.2  -112.0     2.2    53.6     3.6
2019.3312    64.4     2.1  -110.9     2.2    53.8     3.7
2019.3340    65.9     2.0  -110.0     2.1    52.4     3.7
2019.3370    64.7     2.0  -110.9     2.2    54.6     3.7
2019.3394    65.9     2.2  -109.8     2.2    50.2     3.6
2019.3422    64.0     2.2  -109.9     2.2    53.1     3.6
2019.3450    64.7     2.3  -110.8     2.2    51.4     3.7
2019.3480    65.2     2.2  -110.6     2.2    57.1     3.9
2019.3504    65.1     2.2  -112.4     2.2    53.3     3.8
2019.3531    64.8     2.1  -112.6     2.3    53.4     3.7
2019.3560    66.7     2.2  -111.1     2.2    53.4     3.9
2019.3590    65.4     2.2  -109.0     2.2    57.1     3.6
2019.3614    66.7     2.2  -110.3     2.2    56.2     3.6
2019.3641    65.3     2.2  -110.0     2.2    53.7     3.6
2019.3670    65.9     2.1  -111.5     2.3    56.0     3.7
2019.3700    65.0     2.2  -110.7     2.3    57.3     3.7
2019.3723    65.2     2.2  -110.5     2.3    50.8     3.8
2019.3751    66.2     2.2  -112.8     2.2    55.8     3.7
2019.3780    66.6     2.2  -110.9     2.1    54.4     3.7
2019.3810    67.4     2.1  -112.1     2.1    56.7     3.7
2019.3833    66.3     2.2  -111.4     2.1    57.2     3.7
2019.3860    66.1     2.1  -111.4     2.2    57.5     3.7
2019.3890    64.3     2.2  -112.2     2.2    62.3     3.8
2019.3914    65.0     2.2  -112.6     2.3    57.9     3.6
2019.3942    65.2     2.2  -112.9     2.3    56.2     3.7
2019.3970    64.5     2.3  -111.7     2.2    54.7     3.8
2019.4000    65.6     2.2  -113.5     2.3    58.2     3.7
2019.4024    65.5     2.3  -112.7     2.3    60.2     3.6
2019.4051    66.2     2.2  -113.1     2.2    57.3     3.7
2019.4080    67.5     2.1  -112.1     2.2    56.2     3.7
2019.4110    67.0     2.2  -110.6     2.2    60.2     3.6
2019.4134    65.0     2.2  -111.1     2.3    63.3     3.6
2019.4161    65.6     2.1  -111.9     2.2    56.4     3.6
2019.4190    65.3     2.2  -111.9     2.2    58.7     3.6
2019.4220    68.5     2.5  -112.0     2.2    57.8     3.5
2019.4243    65.7     4.0  -113.0     2.2    59.9     3.7
2019.4271    66.6     2.2  -112.6     2.3    57.5     3.6
2019.4300    67.4     2.2  -113.3     2.2    63.2     3.5
2019.4330    68.3     2.2  -112.3     2.3    63.2     3.6
2019.4353    66.3     2.2  -112.8     2.2    60.4     3.5
2019.4381    64.7     2.1  -113.3     2.2    60.2     3.6
2019.4410    67.9     2.2  -114.8     2.3    65.5     3.7
2019.4434    67.1     2.2  -113.1     2.3    59.5     3.8
2019.4462    70.6     2.2  -114.4     2.3    71.7     4.0
2019.4490    65.9     2.2  -111.3     2.3    59.6     3.8
2019.4520    65.6     2.3  -113.0     2.2    61.3     3.7
2019.4544    67.0     2.3  -113.5     2.3    64.1     3.7
2019.4572    68.0     2.2  -114.3     2.2    65.4     3.6
2019.4600    66.8     2.3  -113.8     2.2    69.8     3.6
2019.4630    66.5     2.2  -114.3     2.2    70.4     3.9
2019.4654    66.2     2.2  -113.8     2.2    64.5     3.6
2019.4681    65.2     2.2  -114.3     2.5    68.6     3.6
2019.4710    67.7     2.2  -113.3     4.0    66.7     3.6
2019.4740    65.8     2.2  -115.0     2.2    63.9     3.6
2019.4764    65.5     2.2  -114.2     2.2    65.7     3.6
2019.4791    66.8     2.2  -114.6     2.2    66.4     3.6
2019.4820    66.8     2.2  -114.0     2.2    64.2     3.8
2019.4850    66.2     2.2  -114.4     2.1    67.3     3.7
2019.4873    67.2     2.2  -114.7     2.2    69.1     3.8
2019.4901    67.9     2.2  -114.4     2.2    64.8     3.7
2019.4930    66.0     2.2  -115.3     2.2    68.1     3.5
2019.4960    66.9     2.2  -114.8     2.2    68.7     3.6
2019.4982    67.6     2.2  -115.7     2.3    69.5     3.5
2019.5010    65.6     2.2  -115.9     2.3    63.7     3.5
2019.5040    65.1     2.1  -114.8     2.3    63.3     3.6
2019.5064    65.9     2.2  -115.4     2.3    66.3     3.5
2019.5092    66.1     2.2  -115.0     2.3    69.8     3.5
2019.5120    66.5     2.2  -115.8     2.2    67.2     3.6
2019.5150    66.0     2.2  -114.0     2.2    68.3     3.6
2019.5174    67.6     2.2  -115.4     2.2    70.1     3.6
2019.5201    66.8     2.2  -114.5     2.2    64.4     3.7
2019.5230    67.7     2.1  -115.1     2.2    73.5     3.6
2019.5260    67.9     2.2  -115.3     2.2    70.4     3.7
2019.5284    68.9     2.2  -115.6     2.2    72.5     3.6
2019.5311    67.4     2.2  -114.6     2.2    75.7     3.7
2019.5340    68.9     2.3  -116.8     2.2    72.3     3.6
2019.5370    67.2     2.2  -115.5     2.2    71.9     3.9
2019.5393    69.9     2.2  -113.9     2.2    73.6     3.7
2019.5421    67.5     2.2  -114.9     2.2    73.0     3.7
2019.5450    70.2     2.1  -117.1     2.2    70.9     3.7
2019.5480    69.9     2.2  -115.4     2.2    80.1     3.8
2019.5502    68.9     2.3  -116.3     2.2    75.7     3.9
2019.5531    70.1     2.1  -115.9     2.2    76.0     3.9
2019.5560    70.3     2.2  -116.4     2.2    75.6     3.9
2019.5584    68.6     2.2  -116.2     2.2    73.4     3.6
2019.5612    68.9     2.2  -116.8     2.2    70.9     3.7
2019.5640    71.1     2.2  -117.2     2.2    72.1     3.7
2019.5670    70.3     2.2  -116.6     2.2    77.1     3.7
2019.5694    69.9     2.2  -116.1     2.3    74.7     3.7
2019.5722    70.3     2.2  -115.9     2.3    73.5     3.6
2019.5750    71.4     2.2  -116.8     2.3    69.8     3.6
2019.5780    69.0     2.2  -118.7     2.2    67.1     3.5
2019.5804    69.4     2.2  -117.1     2.3    65.2     3.6
2019.5831    70.4     2.2  -119.0     2.2    77.9     3.7
2019.5860    72.6     2.2  -118.6     2.2    75.4     3.6
2019.5890    71.5     2.2  -116.7     2.2    78.0     3.5
2019.5914    70.5     2.2  -118.3     2.3    83.7     3.6
2019.5941    70.1     2.2  -118.3     2.2    74.4     3.7
2019.5970    70.0     2.2  -118.4     2.3    76.9     3.7
2019.6000    69.9     2.1  -118.0     2.3    82.7     3.6
2019.6022    68.4     2.2  -118.0     2.2    79.9     3.7
2019.6051    67.6     2.2  -119.3     2.2    80.8     3.6
2019.6080    68.4     2.1  -119.7     2.2    84.3     3.6
2019.6110    71.1     2.2  -119.3     2.2    82.4     3.7
2019.6132    70.9     2.1  -118.5     2.3    87.5     3.7
2019.6160    70.2     2.2  -118.9     2.2    82.6     3.8
2019.6190    69.9     2.2  -118.3     2.2    87.4     3.7
2019.6214    70.1     2.2  -118.3     2.3    82.9     3.7
2019.6242    70.6     2.3  -119.0     2.2    84.8     3.6
2019.6270    70.0     2.3  -118.8     2.2    83.6     3.7
2019.6300    71.9     2.2  -119.1     2.2    84.6     3.6
2019.6324    71.5     2.2  -118.4     2.2    84.0     3.6
2019.6351    71.1     2.2  -118.9     2.2    81.9     3.6
2019.6380    68.8     2.2  -118.5     2.2    84.6     3.6
2019.6410    69.4     2.2  -118.0     2.2    89.0     4.0
2019.6434    69.3     2.2  -117.4     2.2    87.1     3.6
2019.6461    70.2     2.2  -118.3     2.2    85.8     3.6
2019.6490    70.6     2.2  -120.4     2.2    88.1     4.0
2019.6520    71.5     2.2  -119.7     2.2    89.4     3.6
2019.6542    70.4     2.2  -120.2     2.2    89.3     3.6
2019.6600    71.9     2.2  -121.1     2.2    86.1     3.6
2019.6630    71.2     2.2  -120.0     2.2    87.3     3.6
2019.6652    70.4     2.2  -119.9     2.2    82.9     3.6
2019.6680    71.7     2.2  -120.1     2.3    84.6     3.6
2019.6710    70.9     2.2  -120.0     2.4    91.4     3.5
2019.6734    70.3     2.1  -119.1     2.3    88.0     3.6
2019.6762    71.8     2.2  -119.6     2.2    83.7     3.7
2019.6790    69.8     2.1  -119.1     2.2    89.4     3.6
2019.6820    72.0     2.1  -119.4     2.2    86.6     3.7
2019.6844    71.0     2.2  -119.4     2.2    88.9     3.8
2019.6872    71.6     2.1  -121.0     2.3    89.6     3.6
2019.6900    72.9     2.1  -121.0     2.2    90.2     3.8
2019.6930    71.9     2.2  -121.2     2.2    91.3     3.6
2019.6954    71.4     2.2  -122.0     2.2    91.4     3.6
2019.6981    70.6     2.2  -122.5     2.2    89.5     3.6
2019.7010    70.5     2.2  -123.1     2.2    92.7     3.5
2019.7040    72.0     2.2  -121.9     2.2    91.0     3.6
2019.7064    70.1     2.2  -122.2     2.3    85.5     3.6
2019.7091    71.6     2.2  -120.1     2.2    86.1     3.6
2019.7120    72.6     2.2  -121.3     2.3    86.0     3.7
2019.7150    71.9     2.2  -121.1     2.2    88.6     3.7
2019.7172    70.5     2.3  -120.3     2.2    91.8     3.6
2019.7200    69.5     2.2  -121.6     2.2    87.5     3.6
2019.7230    69.6     2.1  -122.3     2.2    87.7     3.7
2019.7260    69.3     2.2  -119.8     2.2    90.0     3.7
2019.7282    70.5     2.2  -121.5     2.2    92.7     3.7
2019.7310    70.4     2.2  -122.8     2.2    88.6     3.6
2019.7340    70.7     2.3  -121.1     2.2    90.2     3.6
2019.7364    72.1     2.3  -122.6     2.2    85.7     3.7
2019.7392    71.4     2.2  -123.0     2.2    85.7     3.7
2019.7420    72.1     2.2  -121.9     2.2    84.5     3.7
2019.7450    71.3     2.2  -122.3     2.2    84.3     3.7
2019.7474    68.3     2.2  -121.9     2.2    87.7     3.8
2019.7501    69.6     2.1  -120.7     2.2    84.0     3.8
2019.7530    72.7     2.2  -122.4     2.2    87.5     3.7
2019.7560    71.2     2.2  -120.5     2.2    88.3     3.6
2019.7584    72.1     2.1  -122.0     2.2    86.9     3.6
2019.7611    69.7     2.2  -121.9     2.3    92.9     3.7
2019.7640    71.0     2.2  -122.1     2.2    86.2     3.6
